formula,nelements,radius_mean,radius_mean_wtd,radius_std,radius_std_wtd,radius_range,radius_range_wtd,radius_entropy,radius_entropy_wtd,mass_mean,mass_mean_wtd,mass_std,mass_std_wtd,mass_range,mass_range_wtd,mass_entropy,mass_entropy_wtd,valence_mean,valence_mean_wtd,valence_std,valence_std_wtd,valence_range,valence_range_wtd,valence_entropy,valence_entropy_wtd,electronnegativity_mean,electronnegativity_mean_wtd,electronnegativity_std,electronnegativity_std_wtd,electronnegativity_range,electronnegativity_range_wtd,electronnegativity_entropy,electronnegativity_entropy_wtd,firstionization_mean,firstionization_mean_wtd,firstionization_std,firstionization_std_wtd,firstionization_range,firstionization_range_wtd,firstionization_entropy,firstionization_entropy_wtd,shell_range,d_mean,d_ratio,d_unfill
UNbC2,3,1.2533333333333332,1.1325,0.34586445643087155,0.365402175691388,0.79,0.03250000000000003,1.05741537546216,1.0978898737616358,114.31533333333333,88.73925,93.50509343108297,92.30281679985448,226.018,53.50175,0.7246483043733508,0.8010582792504866,5.0,4.75,0.816496580927726,0.82915619758885,2,0.75,1.0851886129676505,1.0795295733255184,1.9500000000000002,2.0999999999999996,0.42622372841814726,0.4513867521316946,0.9499999999999997,0.8749999999999999,1.0756533023577446,0.9421363979655424,8.0711,8.868400000000001,2.2668623307705893,2.400220925248341,5.066200000000001,4.081625000000001,1.0609947274757405,0.9090728401286858,5,1.25,0.2631578947368421,5.25
Hf4CN3,3,1.01,1.13875,0.3899572626156188,0.42179489980321005,0.8600000000000001,0.6837500000000001,1.028435044594793,0.8062844682852877,68.16933333333334,95.999,78.01274735295225,82.49326386136022,166.479,87.74362500000001,0.46888141001009687,0.29182976486608436,4.333333333333333,4.375,0.4714045207910317,0.4841229182759271,1,1.5,1.0928305535284886,0.9688523467222934,2.296666666666667,2.10875,0.7325905328960298,0.8225484408227882,1.74,0.8212500000000001,1.04354590990754,0.9808689930483779,10.873166666666666,10.270375,3.159068893765306,3.5881346726920667,7.7090000000000005,4.04275,1.0546708511731275,0.9747070492083496,4,1.0,0.08791208791208792,12.0
Hf3(Al2C3)2,3,1.2533333333333332,1.1553846153846155,0.34586445643087155,0.35990629944292196,0.79,0.08461538461538459,1.05741537546216,1.0936329619922116,72.49433333333333,55.035692307692315,75.19904132515403,67.92398565861312,166.479,35.646461538461544,0.581034096603014,0.7334132708862604,3.666666666666666,3.6923076923076925,0.4714045207910317,0.46153846153846156,1,0.9230769230769231,1.0900596587107838,1.0397207708399179,1.82,1.9723076923076923,0.5314759323494024,0.5465578137644563,1.2499999999999998,0.8769230769230769,1.0573666216476103,0.9415545435160835,8.023733333333334,8.613869230769232,2.3141058695650805,2.469002484774466,5.274500000000001,3.622038461538462,1.0588268753580063,0.9453716767221252,4,0.46153846153846156,0.06666666666666667,5.538461538461538
TaTiC2,3,1.2166666666666666,1.105,0.3159465496286076,0.3350746185553301,0.6799999999999999,0.027500000000000024,1.0621269638266457,1.0980884441821124,80.27533333333334,63.20925,72.67577562633157,69.53473860731413,168.937,39.231500000000004,0.6854531438412262,0.7781369814699983,4.333333333333333,4.25,0.4714045207910317,0.4330127018922193,1,1.0,1.0928305535284886,1.0551016181686423,1.8633333333333333,2.035,0.4858211833815217,0.5151941381654104,1.0499999999999998,0.8999999999999999,1.0662063624188989,0.9196072148938098,8.546,9.224575000000002,1.941770485922577,2.051644841797674,4.432200000000001,3.9231250000000006,1.0737445269393242,0.9381938260301803,4,1.25,0.16129032258064516,5.75
CeB2C,3,1.1433333333333333,1.065,0.4861641240934542,0.44235167005449416,1.06,0.265,1.0139031763209505,1.0394183220442534,54.31266666666667,43.43725,60.674096660399954,55.8196521593202,129.305,32.026250000000005,0.5019747794559591,0.6175210085619599,3.666666666666666,3.5,0.4714045207910317,0.5,1,0.5,1.0900596587107838,1.0789922078775833,1.9033333333333333,1.9375,0.5917394321452267,0.5158669886705292,1.4299999999999997,0.74,1.0472306171084282,0.9830680812793505,8.365666666666666,8.34875,2.3363234255746548,2.0235275838248414,5.7216000000000005,2.764325,1.0589841799571613,1.0120400357352697,4,0.25,0.07142857142857142,6.75
ZrWC2,3,1.2466666666666666,1.1275,0.34988887124660345,0.36663162711364666,0.8300000000000001,0.057499999999999996,1.0565065600920744,1.096487521215396,95.69166666666666,74.7715,70.21999403936809,70.7890937380187,171.829,39.9545,0.7825023625330144,0.8638548023373428,4.666666666666666,4.5,0.9428090415820634,0.8660254037844386,2,1.0,1.0789922078775833,1.0608569471580214,2.08,2.1975,0.5359726361174295,0.5068222074850312,1.2199999999999998,0.9424999999999999,1.062908470845492,0.9546322126386393,8.586066666666667,9.254625,1.9565155154565537,2.0522854228578935,4.626400000000001,3.9716750000000003,1.0733337351484935,0.9395280177588843,4,1.5,0.1875,5.0
PtCN2,3,0.9499999999999998,0.8875,0.30539591789456955,0.28577744837547975,0.6799999999999999,0.15749999999999997,1.0495814856094117,1.0657404227156115,73.70066666666666,58.77725,85.83484611870765,78.70095743501155,183.073,45.76825,0.44348415037810157,0.5602731179537115,6.333333333333334,6.0,2.6246692913372702,2.345207879911715,6,1.5,1.017164350924834,1.0281838593329258,2.623333333333333,2.7275,0.31457201966410747,0.32675487754584487,0.7600000000000002,0.9500000000000001,1.0914945398475142,0.9927424371140601,11.584366666666668,12.3218,2.287653192441741,2.3572105569931594,5.5754,5.027375,1.079196071477127,0.9586263771023281,4,2.25,0.23684210526315788,0.75
ZrTaC2,3,1.2666666666666666,1.1425,0.3579882058889029,0.377317836843158,0.8300000000000001,0.04250000000000004,1.055467015753819,1.09753832888922,94.72766666666666,74.0485,69.01272468336707,69.67747791252206,168.937,39.231500000000004,0.7859010380170374,0.8675077861433436,4.333333333333333,4.25,0.4714045207910317,0.4330127018922193,1,1.0,1.0928305535284886,1.0551016181686423,1.7933333333333334,1.9825,0.5395265414128287,0.5706739436841319,1.2199999999999998,0.9424999999999999,1.0554534817541072,0.8983185579724255,8.481266666666667,9.176025,2.0003160289203197,2.109268969779578,4.626400000000001,3.9716750000000003,1.0717612570691106,0.9341692746283463,4,1.25,0.16129032258064516,5.5
Zr4C3N,3,1.0233333333333334,1.17625,0.40876507787345157,0.42429168917149446,0.9000000000000001,0.7125,1.0236050933083662,0.8002557953341908,39.080666666666666,51.867000000000004,36.87990792046833,39.361744759347246,79.21300000000001,43.861125,0.6824911456599014,0.43961138744181505,4.333333333333333,4.125,0.4714045207910317,0.33071891388307384,1,1.375,1.0928305535284886,1.0047654731191165,2.3066666666666666,2.0012499999999998,0.7189962138673301,0.6878124290095373,1.71,0.5762499999999999,1.046211592472607,1.0344388220319765,10.809433333333335,9.356325,3.2409618503702813,2.901101253726764,7.900200000000001,2.40585,1.051599959806656,1.0449478740621927,3,1.0,0.24242424242424243,12.0
HfTiC2,3,1.26,1.1375,0.3493804039534368,0.3695520937567531,0.79,0.027500000000000024,1.0569128536496282,1.0981114177342253,79.456,62.59475,71.54119116984286,68.49461132226024,166.479,38.617000000000004,0.6895560585182785,0.7824727639526872,4.0,4.0,0.0,0.0,0,1.0,1.0986122886681096,1.0397207708399179,1.7966666666666666,1.9849999999999999,0.5416230751690289,0.5713361532408043,1.2499999999999998,0.95,1.055035824440865,0.8987211823462616,8.3045,9.04345,2.0900665826714713,2.2168502537383983,4.435200000000001,3.9238750000000007,1.0683888121806349,0.9244105369240656,4,1.0,0.13333333333333333,6.0
Ti4C3N,3,0.9733333333333333,1.1012499999999998,0.3382635395992631,0.3494079814486212,0.75,0.6375,1.0415001136478295,0.8274260049061465,24.628333333333334,30.188499999999998,16.452410671050274,17.68906056719802,35.855999999999995,22.182624999999998,0.8918113151451257,0.6330630059045353,4.333333333333333,4.125,0.4714045207910317,0.33071891388307384,1,1.375,1.0928305535284886,1.0047654731191165,2.376666666666667,2.1062499999999997,0.624517591603489,0.5857887311138718,1.5,0.5762499999999999,1.0622032633110856,1.035335938548219,10.874166666666667,9.453425,3.157787539120107,2.8101818374217356,7.706,2.40585,1.0547177015368443,1.0447705279246773,2,1.0,0.24242424242424243,12.0
Hf2HC,3,0.9533333333333334,1.105,0.44002525180064633,0.46284446631670995,1.03,0.6475,0.996285426092846,0.8046232678298371,63.836333333333336,92.49975,81.19673212772928,86.07819901802954,177.482,88.99300000000001,0.2669056760521406,0.16191889145332466,3.0,3.25,1.4142135623730951,1.299038105676658,3,1.75,0.9649629230074277,0.8587409130062869,2.0166666666666666,1.8375000000000001,0.5265189666310437,0.5515602868227552,1.2499999999999998,0.09999999999999998,1.0624189658454797,1.095928338291809,10.561266666666667,9.627225,2.809019274092334,2.9215138998257393,6.7733,0.5974749999999998,1.0613994119919279,1.0947577791286376,5,1.0,0.0975609756097561,12.0
TaVC2,3,1.1733333333333333,1.0725,0.2887136220470997,0.30498975392625893,0.6599999999999999,0.05499999999999999,1.0662173875546272,1.096637952307349,81.30033333333333,63.978,72.23179721947639,69.37769161265024,168.937,39.231500000000004,0.6968642438295798,0.788480037851111,4.666666666666667,4.5,0.4714045207910317,0.5,1,0.75,1.0933747175566466,1.0720433435750707,1.8933333333333335,2.0575,0.4673566328000729,0.4946400206210572,1.0499999999999998,0.8999999999999999,1.0694122974863993,0.9275053538212861,8.5187,9.2041,1.9661537427169833,2.0757263511840867,4.514100000000001,3.9436000000000004,1.0729314681412994,0.936516878632355,4,1.5,0.1875,5.25
Hf2CN,3,1.01,1.1475,0.3899572626156188,0.4132417573285643,0.8600000000000001,0.605,1.028435044594793,0.848691432233209,68.16933333333334,95.74950000000001,78.01274735295225,82.7435093662941,166.479,86.24225,0.46888141001009687,0.2951448526497293,4.333333333333333,4.25,0.4714045207910317,0.4330127018922193,1,1.0,1.0928305535284886,1.0551016181686426,2.296666666666667,2.0475000000000003,0.7325905328960298,0.767312680724097,1.74,0.12250000000000005,1.04354590990754,1.0954151591803865,10.873166666666666,9.86115,3.159068893765306,3.2492030419011986,7.7090000000000005,0.8184499999999999,1.0546708511731275,1.0929689039292902,4,1.0,0.08888888888888889,12.0
VWC2,3,1.1533333333333333,1.0575,0.2718251071716682,0.28804296554507286,0.6000000000000001,0.05499999999999999,1.068865774761228,1.096407778593434,82.26433333333333,64.70100000000001,73.562298923354,70.59724428403705,171.829,39.9545,0.6921727523650789,0.7835166034092276,5.0,4.75,0.816496580927726,0.82915619758885,2,0.75,1.0851886129676505,1.0795295733255184,2.18,2.2725,0.3965686153324121,0.37897064530118946,0.9199999999999999,0.8674999999999999,1.0813217356575888,0.9825375487056245,8.6235,9.2827,1.919532041931054,2.0167018532743013,4.514100000000001,3.9436000000000004,1.074536092026885,0.941865293766023,4,1.75,0.21212121212121213,4.75
Th2CN,3,1.09,1.2675,0.5028584956691761,0.5330748071331077,1.1,0.7250000000000001,0.9991347348531352,0.802741505073935,86.01866666666666,122.52350000000001,103.25447620428967,109.5167736570522,220.02700000000002,113.01625,0.39647595401248736,0.24414981310665643,4.333333333333333,4.25,0.4714045207910317,0.4330127018922193,1,1.0,1.0928305535284886,1.0551016181686426,2.296666666666667,2.0475000000000003,0.7325905328960298,0.767312680724097,1.74,0.12250000000000005,1.04354590990754,1.0954151591803865,10.700366666666667,9.60195,3.3820774378413567,3.4926198429688853,8.2274,0.8184499999999999,1.0459403724362835,1.0931337819095768,5,1.0,0.23529411764705882,12.0
Cr2Rh2C,3,1.1233333333333333,1.194,0.25315783394730035,0.21666564102321348,0.5800000000000001,0.386,1.0716427827716222,0.987541609409593,55.63766666666667,64.363,37.19696724495456,34.692197912499005,90.89500000000001,38.760200000000005,0.8508814313598885,0.7736454342357759,6.333333333333333,6.8,2.0548046676563256,1.9390719429665315,5,2.8,1.045978165699395,0.9560443809671457,2.163333333333333,2.086,0.3725885427951619,0.36153008173594625,0.8899999999999999,0.4019999999999999,1.0832863680381466,1.0704856641721696,8.495233333333333,7.94222,1.9755251948673187,1.6876899222309771,4.493800000000001,0.7315,1.0725976926753624,1.0920325552383723,3,5.2,0.7647058823529411,3.5999999999999996
Hf4C3N,3,1.01,1.15625,0.3899572626156188,0.4043184852316303,0.8600000000000001,0.6925,1.028435044594793,0.80736023704052,68.16933333333334,95.5,78.01274735295225,82.9922502496468,166.479,87.49412500000001,0.46888141001009687,0.2806648680829632,4.333333333333333,4.125,0.4714045207910317,0.33071891388307384,1,1.375,1.0928305535284886,1.0047654731191165,2.296666666666667,1.98625,0.7325905328960298,0.7024588511080204,1.74,0.5762499999999999,1.04354590990754,1.0338731205178129,10.873166666666666,9.451925,3.159068893765306,2.811583216690376,7.7090000000000005,2.40585,1.0546708511731275,1.0447746782405067,4,1.0,0.0898876404494382,12.0
Sc2CO,3,1.0133333333333334,1.1625,0.42429025704371554,0.4491867651656714,0.9500000000000001,0.64,1.0160529210806417,0.8293582053254699,24.322000000000003,29.4805,14.680996855345576,15.539598394102727,32.94500000000001,19.475250000000003,0.9281098769911431,0.7104433621164998,4.333333333333333,4.0,1.247219128924647,1.224744871391589,3,0.5,1.0579054247036734,1.0821955300387671,2.45,2.1774999999999998,0.8520954563114783,0.8759673224498731,2.08,0.22250000000000003,1.0348038344346724,1.0899851500047886,10.479966666666666,9.50035,2.933211092907491,3.0547899972829557,7.0566,0.5894499999999998,1.0571573498326323,1.095345876824889,2,0.5,0.125,13.5
HfNbC2,3,1.2533333333333332,1.1325,0.34586445643087155,0.365402175691388,0.79,0.03250000000000003,1.05741537546216,1.0978898737616358,94.469,73.8545,67.9737527138233,68.8490822324452,166.479,38.617000000000004,0.7907718824567422,0.8722860722258535,4.333333333333333,4.25,0.4714045207910317,0.4330127018922193,1,1.0,1.0928305535284886,1.0551016181686423,1.8166666666666667,2.0,0.5328122454381926,0.5601339125602018,1.2499999999999998,0.95,1.057061954274186,0.904165778776668,8.281433333333334,9.026150000000001,2.1065501929827257,2.2342725947162316,4.501400000000001,3.9404250000000003,1.0677491043692897,0.922978786363951,4,1.5,0.1935483870967742,5.0
Al8C3N4,3,0.9666666666666666,1.1033333333333333,0.328870119584549,0.3500222215167996,0.73,0.6086666666666666,1.0438310383137765,0.8307013266528609,17.666666666666668,20.5278,6.637146994170178,6.93274624950315,14.971,11.988199999999999,1.0318056324913207,0.8101262272672991,4.0,3.7333333333333334,0.816496580927726,0.8537498983243799,2,0.8,1.0775563270668007,1.0609442407907472,2.4000000000000004,2.179333333333333,0.5933520596295816,0.6307822304268108,1.43,0.3486666666666667,1.0666057564470612,1.0747067763501912,10.5934,9.320246666666668,3.5215455820799293,3.7325305421151245,8.548300000000001,1.6237,1.039859604305042,1.075064385278091,1,0,0.0,0
TiMoC2,3,1.1933333333333334,1.0875,0.3015883876338006,0.3190905044027478,0.6799999999999999,0.044999999999999984,1.0642746774794154,1.0973272773351548,51.946,41.96225,34.39319051789177,34.44117387208949,83.949,17.984499999999997,0.8586833877733868,0.9556878781448472,4.666666666666666,4.5,0.9428090415820634,0.8660254037844386,2,1.0,1.0789922078775833,1.0608569471580214,2.0833333333333335,2.2,0.415879255981295,0.41297699693808604,1.0099999999999998,0.8899999999999999,1.0781147843813979,0.9659442859406069,8.3936,9.110275000000001,2.029932723023106,2.1520546721389313,4.432200000000001,3.9231250000000006,1.0706437856282396,0.9297480999466152,3,1.75,0.3888888888888889,4.5
Ti4CN3,3,0.9733333333333333,1.08375,0.3382635395992631,0.36687659710044196,0.75,0.6287499999999999,1.0415001136478295,0.8274127957114856,24.628333333333334,30.6875,16.452410671050274,17.190367120861612,35.855999999999995,22.432125,0.8918113151451257,0.6436240319412649,4.333333333333333,4.375,0.4714045207910317,0.4841229182759271,1,1.5,1.0928305535284886,0.9688523467222934,2.376666666666667,2.2287500000000002,0.624517591603489,0.7049013672138819,1.5,0.8212500000000001,1.0622032633110856,0.9882365749580158,10.874166666666667,10.271875,3.157787539120107,3.586694418873038,7.706,4.04275,1.0547177015368443,0.9747255876864234,2,1.0,0.22857142857142856,12.0
TaMoC2,3,1.1866666666666665,1.0825,0.296010510323911,0.31347846816009545,0.6599999999999999,0.044999999999999984,1.0651530227902228,1.0972999742866267,96.30633333333333,75.2325,68.96867623461796,69.99877199101425,168.937,39.231500000000004,0.7913623395233098,0.8721130224524345,5.0,4.75,0.816496580927726,0.82915619758885,2,0.75,1.0851886129676505,1.0795295733255184,2.0700000000000003,2.19,0.433358973600409,0.42901048938225267,1.0499999999999998,0.8999999999999999,1.0759725727714553,0.9623467983672278,8.6341,9.29065,1.8663605921686202,1.97627176838106,4.167900000000001,3.8570500000000005,1.0761455927882855,0.9434096825619775,4,2.0,0.24242424242424243,4.25
NbVC2,3,1.1733333333333333,1.0725,0.2887136220470997,0.30498975392625893,0.6599999999999999,0.05499999999999999,1.0662173875546272,1.096637952307349,51.953,41.9675,33.03298197256797,33.429239510494405,80.89500000000001,17.221000000000004,0.8714191798747917,0.967509584396975,4.666666666666667,4.5,0.4714045207910317,0.5,1,0.75,1.0933747175566466,1.0720433435750707,1.9266666666666667,2.0825,0.44093335349259094,0.4676203053760603,0.9499999999999997,0.8749999999999999,1.0735335621251227,0.9364879479468139,8.255133333333333,9.006425,2.1249800537625974,2.2538794725705724,4.514100000000001,3.9436000000000004,1.0670211741248494,0.92134158878534,3,1.75,0.3888888888888889,5.0
V4HC3,3,0.8733333333333333,1.0150000000000001,0.33068951533962426,0.31372758884101987,0.79,0.59375,1.0285416690954592,0.8156249702778073,21.320333333333334,30.101125000000003,21.42193353136505,21.111418926954556,49.934,25.345,0.5607321286270344,0.44849132981593276,3.333333333333333,4.125,1.699673171197595,1.2686114456365274,4,2.375,0.9433483923290392,0.7773098260563038,2.126666666666667,2.0462499999999997,0.3791510985814963,0.4298237284050288,0.9199999999999999,0.6812499999999999,1.0823170498895853,0.9918898947498782,10.534966666666667,9.295512500000001,2.8440279585279904,2.64792341960521,6.8522,2.5228125000000006,1.0602052222209104,1.0369816274523638,3,1.5,0.36363636363636365,10.5
Zr2Al4C5,3,1.2666666666666666,1.1609090909090911,0.3579882058889029,0.36172451962670926,0.8300000000000001,0.22909090909090907,1.055467015753819,1.0680332214013346,43.40566666666667,31.857363636363637,34.360611775047836,28.783300803425863,79.21300000000001,11.126636363636367,0.7953070361501331,1.0048240725705408,3.666666666666666,3.6363636363636362,0.4714045207910317,0.48104569292083466,1,1.0909090909090908,1.0900596587107838,1.0296530140645737,1.83,1.9863636363636363,0.5217917847826531,0.5236805536909399,1.2199999999999998,0.9172727272727271,1.059383066588965,0.9307659101944015,7.960000000000001,8.501136363636364,2.3486156873074546,2.5288468666649875,5.274500000000001,3.9121545454545457,1.0571315373674883,0.931374424192477,3,0.36363636363636365,0.1,4.363636363636363
HfTaC2,3,1.2533333333333332,1.1325,0.34586445643087155,0.365402175691388,0.79,0.03250000000000003,1.05741537546216,1.0978898737616358,123.81633333333333,95.865,79.06467758459246,83.85850306617691,168.937,39.231500000000004,0.813480517478902,0.8838879828205907,4.333333333333333,4.25,0.4714045207910317,0.4330127018922193,1,1.0,1.0928305535284886,1.0551016181686423,1.7833333333333332,1.9749999999999999,0.5482294734466174,0.5793315113128232,1.2499999999999998,0.95,1.0534873512155154,0.8949136507901387,8.545,9.223825000000001,1.942655507288928,2.0525211221507567,4.435200000000001,3.9238750000000007,1.0737153349145168,0.9381329154863715,4,1.25,0.1111111111111111,5.5
Ti4WC5,3,1.1966666666666668,1.1019999999999999,0.30346151137976113,0.3327701909726891,0.6799999999999999,0.44299999999999995,1.0639998342482508,0.9644170436214625,81.23933333333333,43.5363,74.01164676064317,49.7286343911634,171.829,13.1413,0.6806882021800535,0.9985653736893033,4.666666666666666,4.2,0.9428090415820634,0.6,2,1.4,1.0789922078775833,0.9989405268004005,2.15,2.127,0.43825411197918795,0.4824116499422458,1.0099999999999998,1.039,1.076727509395553,0.9096098960873253,8.6508,9.14779,1.8930381031558774,2.132731958052864,4.432200000000001,4.84375,1.0753727624756872,0.8705725981882284,4,1.2000000000000002,0.2142857142857143,4.4
Rh2W2C,3,1.1633333333333333,1.242,0.27824849006278946,0.2361694307060082,0.6000000000000001,0.394,1.0679014367858806,0.9819847895621002,99.58566666666665,117.1006,70.1881745516215,63.80453336746536,171.829,71.13380000000001,0.7951143477221146,0.7394101123716694,6.333333333333333,6.8,2.0548046676563256,1.9390719429665315,5,2.8,1.045978165699395,0.9560443809671457,2.3966666666666665,2.3659999999999997,0.11323525167642019,0.09871170143402454,0.27,0.43399999999999994,1.0975034809435011,1.064842670951894,8.861066666666666,8.381219999999999,1.7045560406028184,1.4508951077179912,3.801400000000001,0.8935399999999998,1.0807609518155483,1.0886054372835239,4,4.800000000000001,0.38709677419354843,5.6
ReMoC2,3,1.1666666666666667,1.0675000000000001,0.28051539866625663,0.297521007661644,0.6000000000000001,0.044999999999999984,1.0675575293940598,1.0969499334388,98.05933333333333,76.54724999999999,71.13071068735985,71.99300445312377,174.196,40.54625,0.7854849004897525,0.8657726147635061,5.666666666666667,5.25,1.247219128924647,1.299038105676658,3,0.5,1.073383620336505,1.0917862380951273,2.2033333333333336,2.29,0.26712460679532224,0.27577164466275345,0.6499999999999999,0.7999999999999999,1.0913076767871315,0.9930030678546528,8.728733333333334,9.361625,1.8154759969648613,1.9166690916470173,4.167900000000001,3.8570500000000005,1.0777022380043784,0.9482287585908884,4,2.5,0.2857142857142857,3.75
ZrNb3C4,3,1.2666666666666666,1.12125,0.3579882058889029,0.35508581709215026,0.8300000000000001,0.33625,1.055467015753819,1.0273016125455379,65.38033333333333,52.24825,37.7440643133313,40.24054569631854,80.89500000000001,28.834250000000004,0.8810185537390233,0.8510801550828314,4.333333333333333,4.375,0.4714045207910317,0.4841229182759271,1,1.5,1.0928305535284886,0.9688523467222934,1.8266666666666667,2.04125,0.5232165474787236,0.5154230665191458,1.2199999999999998,1.10875,1.0590737385788471,0.8580988766016311,8.2177,8.993975,2.152048221268908,2.2666481529727993,4.626400000000001,4.800912500000001,1.0659299921368195,0.8699294229773025,3,1.75,0.4,5.5
NbMoC2,3,1.1866666666666665,1.0825,0.296010510323911,0.31347846816009545,0.6599999999999999,0.044999999999999984,1.0651530227902228,1.0972999742866267,66.95899999999999,53.221999999999994,38.874102407644095,41.22514263771564,83.949,17.984499999999997,0.8779760850044007,0.9672268047603299,5.0,4.75,0.816496580927726,0.82915619758885,2,0.75,1.0851886129676505,1.0795295733255184,2.1033333333333335,2.215,0.38990027214945894,0.3891336531321853,0.9499999999999997,0.8749999999999999,1.081045719098122,0.9710990988967725,8.370533333333334,9.092975,2.047904474226168,2.1705299898584682,4.501400000000001,3.9404250000000003,1.0699876517583138,0.9283230061402574,3,2.25,0.47368421052631576,4.0
Zr4WC5,3,1.2466666666666666,1.162,0.34988887124660345,0.3973612965551628,0.8300000000000001,0.5030000000000001,1.0565065600920744,0.9465591220885956,95.69166666666666,60.8791,70.21999403936809,55.446452312929814,171.829,30.484100000000005,0.7825023625330144,0.8968736137435968,4.666666666666666,4.2,0.9428090415820634,0.6,2,1.4,1.0789922078775833,0.9989405268004005,2.08,2.043,0.5359726361174295,0.5847401132126988,1.2199999999999998,1.039,1.062908470845492,0.8939401353236083,8.586066666666667,9.07011,1.9565155154565537,2.2176527944879023,4.626400000000001,4.84375,1.0733337351484935,0.8675897607739074,4,1.2000000000000002,0.2142857142857143,4.4
Zr4MoC5,3,1.2433333333333334,1.161,0.3487437773240151,0.3968488377203593,0.8300000000000001,0.5040000000000001,1.0566403703670084,0.9455301935607001,66.39833333333333,52.0911,38.50622412314953,40.10247862277344,83.949,30.484100000000005,0.878837056063958,0.8100410806810352,4.666666666666666,4.2,0.9428090415820634,0.6,2,1.4,1.0789922078775833,0.9989405268004005,2.0133333333333336,2.0229999999999997,0.5087457343528514,0.5769237384611591,1.2199999999999998,1.059,1.0650000685827097,0.8810571382947816,8.328866666666666,8.99295,2.0812707021326076,2.271055658168686,4.626400000000001,4.92091,1.068740514993724,0.8536543290379672,3,1.3,0.30952380952380953,4.2
CdCO3,3,0.9733333333333333,0.848,0.3680881536926839,0.32381476186239566,0.83,0.242,1.03093794595886,1.0328988110193986,46.807,34.4838,46.41759471005221,38.994201447907614,100.4,20.080000000000002,0.6359035142473702,0.820455845924731,7.333333333333333,6.800000000000001,3.39934634239519,2.7129319932501073,8,2.8,0.9949236325717751,0.9560443809671457,2.56,2.912,0.7144695001654492,0.7015240551827143,1.75,1.726,1.0589514297963087,0.7990490809872396,11.290733333333336,12.221680000000001,1.8879852159261088,1.8543692861994883,4.6243,6.3721,1.0845516227509018,0.8628584242446853,3,2.0,0.29411764705882354,0.0
Nb4WC5,3,1.19,1.0939999999999999,0.29799328851502677,0.3244441400302986,0.6599999999999999,0.43499999999999994,1.0648585088150635,0.9667517657895184,96.25233333333333,61.5519,70.1887919368581,55.81953207695314,171.829,31.156900000000007,0.7845858602963182,0.8926252295283078,5.0,4.6,0.816496580927726,0.66332495807108,2,1.4,1.0851886129676505,0.9899490539341391,2.17,2.151,0.41044691089916435,0.4532206967913093,0.9499999999999997,1.039,1.0798701330859042,0.9131356898056684,8.627733333333333,9.12011,1.9153967288498983,2.162894569067111,4.501400000000001,4.84375,1.0746680284093195,0.8695353572018099,4,2.0,0.3333333333333333,3.6
ZrNbC2,3,1.2666666666666666,1.1425,0.3579882058889029,0.377317836843158,0.8300000000000001,0.04250000000000004,1.055467015753819,1.09753832888922,65.38033333333333,52.038,37.7440643133313,40.03141728068094,80.89500000000001,17.221000000000004,0.8810185537390233,0.970787710792587,4.333333333333333,4.25,0.4714045207910317,0.4330127018922193,1,1.0,1.0928305535284886,1.0551016181686423,1.8266666666666667,2.0075,0.5232165474787236,0.5508345940479772,1.2199999999999998,0.9424999999999999,1.0590737385788471,0.907540623526743,8.2177,8.97835,2.152048221268908,2.2823779107544837,4.626400000000001,3.9716750000000003,1.0659299921368195,0.9189628392211006,3,1.5,0.35294117647058826,5.0
Ba3CN3,3,1.2133333333333334,1.3399999999999999,0.6770688459988558,0.7191661838546081,1.47,0.82,0.9540071364706184,0.7937762005934521,54.44833333333333,66.57328571428572,58.60973210047022,61.27799705257598,125.316,57.138571428571424,0.5484152210447975,0.42019497327521216,3.666666666666667,3.571428571428571,1.247219128924647,1.3997084244475304,3,1.5714285714285714,1.0361987848192837,0.942216333812959,2.16,2.0485714285714285,0.9200362311706353,1.0160909488458847,2.15,0.9385714285714285,0.9947436868629993,0.9079153037564587,10.335366666666667,10.071100000000001,3.8616414207202387,4.342655683861135,9.3224,4.620285714285714,1.022758877951414,0.9241686301932404,4,0,0.0,0
Er15Si9C,3,1.2333333333333332,1.508,0.4066393433443886,0.3178301433155767,0.99,1.0252000000000001,1.0441717867712814,0.6852149147735246,69.11866666666666,110.9468,69.70530910594654,69.03548656857572,155.248,99.87495999999999,0.6091271514597182,0.3326248259820455,7.333333333333333,10.0,4.714045207910317,4.898979485566356,10,8.24,0.9075352941050092,0.49168315514397465,1.8966666666666665,1.53,0.5348104544810452,0.3759787228022351,1.3099999999999998,0.642,1.0579899387644407,0.8910432937821409,8.506566666666668,7.049644000000001,2.118453752674866,1.2956735434761333,5.1526000000000005,3.214208,1.0677684710335278,0.8806651424111059,4,0,0.0,0
Ho15Si9C,3,1.2366666666666666,1.514,0.41096093353126506,0.32258952245849526,1.0,1.0312000000000001,1.04335605042512,0.6839080417844438,68.34233333333333,109.54940000000002,68.61236244454948,67.89564704043994,152.919,98.47756,0.6135900163873155,0.33557936194247984,6.999999999999999,9.4,4.242640687119285,4.409081537009721,9,7.64,0.9285845074396563,0.5115566922342435,1.893333333333333,1.524,0.5389083616183944,0.3806100366516889,1.3199999999999998,0.636,1.057164634501612,0.8917046383699716,8.477833333333333,6.997923999999999,2.1511281649920875,1.333412135921974,5.238800000000001,3.1624879999999997,1.0665228227703742,0.8823132814769125,4,0,0.0,0
