formula,pressure,nelements,radius_mean,radius_mean_wtd,radius_std,radius_std_wtd,radius_range,radius_range_wtd,radius_entropy,radius_entropy_wtd,mass_mean,mass_mean_wtd,mass_std,mass_std_wtd,mass_range,mass_range_wtd,mass_entropy,mass_entropy_wtd,valence_mean,valence_mean_wtd,valence_std,valence_std_wtd,valence_range,valence_range_wtd,valence_entropy,valence_entropy_wtd,electronnegativity_mean,electronnegativity_mean_wtd,electronnegativity_std,electronnegativity_std_wtd,electronnegativity_range,electronnegativity_range_wtd,electronnegativity_entropy,electronnegativity_entropy_wtd,firstionization_mean,firstionization_mean_wtd,firstionization_std,firstionization_std_wtd,firstionization_range,firstionization_range_wtd,firstionization_entropy,firstionization_entropy_wtd,shell_range,d_mean,d_ratio,d_unfill,Tc
Hg0.66Pb0.34Ba2Ca1.98Cu2.9O8.4,0,6,1.571666667,1.176142506,0.494213741,0.592900553,1.51,0.303992629,1.735947192,1.605153794,110.79,53.77892138,75.58731885,54.76475836,191.201,12.54336609,1.53414638,1.685377325,6.166666667,6.114250614,4.017323598,3.145601565,10,3.012285012,1.576754378,1.226764634,1.926666667,2.474090909,0.855602452,1.059337142,2.55,1.726277641,1.692966385,0.985620268,8.4206,10.36465381,2.834100524,3.5133189,8.4064,6.871643857,1.737858158,1.086012904,4,2.395577396,0.333504361,0,143
Hg0.75Ba2.07Ca2.07Cu3.11O8.208,0,5,1.536,1.18261846,0.534288312,0.593202803,1.51,0.260197433,1.542443695,1.526312819,91.508,52.23461883,68.0099859,51.49322748,184.591,12.42012771,1.327462877,1.529739762,6.6,6.215325765,4.270831301,3.240889283,10,2.783070089,1.38381443,1.194758037,1.846,2.440573791,0.916200851,1.069107558,2.55,1.64952616,1.49091804,0.9459682,8.62138,10.30831298,3.065399694,3.520317314,8.4064,6.413452604,1.54798509,1.06357448,4,2.38153998,0.347003722,0,135.8
Hg0.75Ba2.07Ca2.07Cu3.11O8.187,0,5,1.536,1.183296472,0.534288312,0.593288533,1.51,0.259678755,1.542443695,1.526502225,91.508,52.28162865,68.0099859,51.51006498,184.591,12.43624081,1.327462877,1.529606782,6.6,6.215605115,4.270831301,3.242981579,10,2.778896645,1.38381443,1.195357215,1.846,2.439277198,0.916200851,1.069194223,2.55,1.647203311,1.49091804,0.947081394,8.62138,10.30401907,3.065399694,3.520579647,8.4064,6.404105745,1.54798509,1.06470818,4,2.384629641,0.347397221,0,135.4
Hg1Ba2Ca2Cu3O8.29,0,5,1.536,1.178109269,0.534288312,0.589261264,1.51,0.237655003,1.542443695,1.548078172,91.508,53.93920872,68.0099859,54.28691615,184.591,11.93971762,1.327462877,1.536082089,6.6,6.306936771,4.270831301,3.263215715,10,2.807857581,1.38381443,1.219522085,1.846,2.455346839,0.916200851,1.06009611,2.55,1.641350522,1.49091804,0.956944341,8.62138,10.38431854,3.065399694,3.485343011,8.4064,6.290402026,1.54798509,1.075710377,4,2.455494168,0.342641768,0,135
Hg1Ba2Ca2Cu3O8.27,0,5,1.536,1.178746159,0.534288312,0.589343098,1.51,0.237135833,1.542443695,1.548279348,91.508,53.98584696,68.0099859,54.30396236,184.591,11.95439459,1.327462877,1.535952481,6.6,6.307314075,4.270831301,3.265203008,10,2.80393362,1.38381443,1.220099174,1.846,2.454136447,0.916200851,1.060184854,2.55,1.639139521,1.49091804,0.958009713,8.62138,10.38034339,3.065399694,3.485638805,8.4064,6.281394407,1.54798509,1.076792338,4,2.4585126,0.342994341,0,135
Hg0.75Ba2.07Ca2.07Cu3.11O8.15,0,5,1.536,1.184495356,0.534288312,0.593438197,1.51,0.25876161,1.542443695,1.526833359,91.508,52.36475294,68.0099859,51.53971919,184.591,12.46473251,1.327462877,1.52937013,6.6,6.216099071,4.270831301,3.246677885,10,2.771517028,1.38381443,1.196412558,1.846,2.43698452,0.916200851,1.069343601,2.55,1.643095975,1.49091804,0.949049391,8.62138,10.29642644,3.065399694,3.521030649,8.4064,6.387578328,1.54798509,1.066711577,4,2.390092879,0.348092704,0,134.7
Hg0.75Ba2.07Ca2.07Cu3.11O8.16,0,5,1.536,1.184170792,0.534288312,0.593397923,1.51,0.259009901,1.542443695,1.52674419,91.508,52.34224938,68.0099859,51.53170607,184.591,12.45701918,1.327462877,1.529434387,6.6,6.215965347,4.270831301,3.245677637,10,2.773514851,1.38381443,1.196127377,1.846,2.437605198,0.916200851,1.069303648,2.55,1.644207921,1.49091804,0.948516661,8.62138,10.29848193,3.065399694,3.520910175,8.4064,6.392052661,1.54798509,1.066169371,4,2.388613861,0.347904461,0,134.2
Hg1Ba2Ca2Cu3O8.35,0,5,1.536,1.176207951,0.534288312,0.5890128,1.51,0.239204893,1.542443695,1.547469213,91.508,53.79997859,68.0099859,54.23575727,184.591,11.89590214,1.327462877,1.536465885,6.6,6.305810398,4.270831301,3.257275536,10,2.819571865,1.38381443,1.217790208,1.846,2.458960245,0.916200851,1.059822913,2.55,1.64795107,1.49091804,0.953763014,8.62138,10.39618563,3.065399694,3.484432843,8.4064,6.317292661,1.54798509,1.072477604,4,2.44648318,0.341588386,0,134
Hg1Ba2Ca2Cu3O8.3,0,5,1.536,1.177791411,0.534288312,0.589220161,1.51,0.23791411,1.542443695,1.547977243,91.508,53.91593252,68.0099859,54.27839173,184.591,11.93239264,1.327462877,1.536146578,6.6,6.306748466,4.270831301,3.262223429,10,2.809815951,1.38381443,1.219233501,1.846,2.45595092,0.916200851,1.0600513,2.55,1.642453988,1.49091804,0.956412582,8.62138,10.38630245,3.065399694,3.48519368,8.4064,6.294897546,1.54798509,1.075170218,4,2.45398773,0.342465753,0,133.5
Hg0.75Ba2.07Ca2.07Cu3.11O8.223,0,5,1.536,1.18213524,0.534288312,0.593141222,1.51,0.260567096,1.542443695,1.526176885,91.508,52.2011149,68.0099859,51.48119782,184.591,12.4086439,1.327462877,1.529834158,6.6,6.215126672,4.270831301,3.239397263,10,2.786044505,1.38381443,1.194329968,1.846,2.441497873,0.916200851,1.069044828,2.55,1.651181656,1.49091804,0.945174729,8.62138,10.31137325,3.065399694,3.52012714,8.4064,6.420114116,1.54798509,1.06276618,4,2.379337977,0.346723196,0,133.4
Hg1Ba2Ca2Cu3O8.41,0,5,1.536,1.174320536,0.534288312,0.588759977,1.51,0.240743449,1.542443695,1.546852223,91.508,53.66176661,68.0099859,54.18457088,184.591,11.85240707,1.327462877,1.5368422,6.6,6.304692261,4.270831301,3.251367674,10,2.831200488,1.38381443,1.216057531,1.846,2.462547227,0.916200851,1.059539456,2.55,1.654503352,1.49091804,0.950603704,8.62138,10.40796594,3.065399694,3.483489111,8.4064,6.343986654,1.54798509,1.069264383,4,2.437538087,0.340541461,0,133
Hg0.85Re0.15Ba2Ca2Cu3O8,0,6,1.508333333,1.18534375,0.491644067,0.589305635,1.51,0.31715625,1.734044177,1.581297817,107.2911667,54.49203437,71.41433261,54.18929341,184.591,15.42018438,1.544970901,1.626742658,6.666666667,6.265625,3.901566637,3.246354626,10,2.934375,1.605373345,1.255723551,1.855,2.4365625,0.836615204,1.061694134,2.55,1.7021875,1.693413627,0.992815365,8.490066667,10.30129375,2.813677077,3.497475169,8.4064,6.735610938,1.739145818,1.109609338,4,2.453125,0.343544858,0.1875,132.9
Hg0.75Ba2.07Ca2.07Cu3.11O8.136,0,5,1.536,1.184950421,0.534288312,0.593494362,1.51,0.258413485,1.542443695,1.526957788,91.508,52.39630478,68.0099859,51.55093561,184.591,12.47554722,1.327462877,1.529279799,6.6,6.216286564,4.270831301,3.248079787,10,2.768715915,1.38381443,1.196811753,1.846,2.436114279,0.916200851,1.069399008,2.55,1.641536936,1.49091804,0.949796261,8.62138,10.29354447,3.065399694,3.521197536,8.4064,6.381304945,1.54798509,1.067471596,4,2.392166584,0.348356587,0,132.9
Hg1Ba2Ca2Cu3O8.25,0,5,1.536,1.179384615,0.534288312,0.589424431,1.51,0.236615385,1.542443695,1.54847961,91.508,54.0326,68.0099859,54.32100498,184.591,11.96910769,1.327462877,1.53582203,6.6,6.307692308,4.270831301,3.267193936,10,2.8,1.38381443,1.220676151,1.846,2.452923077,0.916200851,1.060272422,2.55,1.636923077,1.49091804,0.959077562,8.62138,10.37635846,3.065399694,3.485930753,8.4064,6.272364615,1.54798509,1.077876493,4,2.461538462,0.343347639,0,132
Hg0.8Mo0.2Ba2Ca2Cu3O8.4,0,6,1.506666667,1.171707317,0.492126903,0.58727524,1.51,0.321463415,1.733870487,1.582055235,92.25,52.4087561,62.10650507,51.90254931,184.591,15.57695122,1.558510255,1.608191216,6.5,6.231707317,3.905124838,3.190300775,10,3,1.600242924,1.241663857,1.898333333,2.463902439,0.844519916,1.058882011,2.55,1.735609756,1.693880881,0.978766804,8.36655,10.36521463,2.855740601,3.502575405,8.4064,6.888631707,1.736567268,1.086698859,4,2.37804878,0.343915344,0.25,131.5
Hg0.85Re0.15Ba1.66Sr0.34Ca2Cu3O8,0,7,1.6,1.18491875,0.507543102,0.588602152,1.51,0.31715625,1.890228321,1.685059741,104.481,53.43576062,66.47418076,53.03654595,184.591,12.50198563,1.726411075,1.743571951,6,6.265625,3.964124836,3.246354626,10,2.9575,1.720371077,1.273913525,1.725714286,2.4378375,0.836794174,1.059870546,2.55,1.7021875,1.835680558,1.015624271,8.090757143,10.31156175,2.782534615,3.48319806,8.4064,6.735610938,1.890566235,1.141775647,4,2.453125,0.343544858,0.1875,131.3
Hg0.6Ti0.4Ba2Ca2Cu3O8.4,0,6,1.521666667,1.17097561,0.488788184,0.586609958,1.51,0.302682927,1.735180404,1.597078147,84.2345,49.95978049,64.17931258,48.96399734,184.591,15.57970732,1.515040373,1.599098281,6.166666667,6.109756098,4.017323598,3.14295999,10,2.975609756,1.576754378,1.223854328,1.795,2.450731707,0.844111959,1.066830021,2.55,1.724390244,1.6880859,0.970458897,8.3225,10.31797439,2.877013905,3.527075848,8.4064,6.808585366,1.735314753,1.087133562,4,2.243902439,0.338858195,0.8,131
Hg0.85Re0.15Ba1.6Sr0.4Ca2Cu3O8,0,7,1.6,1.18484375,0.507543102,0.588477889,1.51,0.31715625,1.890228321,1.69522044,104.481,53.24935938,66.47418076,52.82831669,184.591,11.98700938,1.726411075,1.756919135,6,6.265625,3.964124836,3.246354626,10,2.95,1.720371077,1.275689733,1.725714286,2.4380625,0.836794174,1.059548251,2.55,1.7021875,1.835680558,1.017907235,8.090757143,10.31337375,2.782534615,3.480669347,8.4064,6.735610938,1.890566235,1.144985298,4,2.453125,0.343544858,0.1875,130.3
Hg0.8Bi0.2Ba2Ca2Cu3O8.2,0,6,1.538333333,1.18037037,0.487764173,0.589212583,1.51,0.314938272,1.736009895,1.589509139,111.0866667,54.2535679,75.96766479,54.64975152,192.981,14.37395062,1.533154577,1.652617896,6.333333333,6.222222222,3.944053189,3.212629399,10,2.975308642,1.59111082,1.241451883,1.875,2.450123457,0.838883186,1.060383688,2.55,1.716296296,1.693934308,0.98733823,8.39875,10.32744074,2.842249694,3.503181442,8.4064,6.803166667,1.737367916,1.098724668,4,2.469135802,0.342465753,0,130
Hg0.7Pb0.3Ba2Ca2Cu3O8.35,0,6,1.571666667,1.178960245,0.494213741,0.591332519,1.51,0.304954128,1.735947192,1.603073341,110.79,53.921263,75.58731885,54.57023939,191.201,12.99657492,1.53414638,1.677996518,6.166666667,6.159021407,4.017323598,3.176620869,10,2.990825688,1.576754378,1.229191588,1.926666667,2.465015291,0.855602452,1.058124784,2.55,1.714067278,1.692966385,0.991873086,8.4206,10.3407581,2.834100524,3.50728607,8.4064,6.818723242,1.737858158,1.093678614,4,2.44648318,0.339847069,0,130
Hg0.85Re0.15Ba1.44Sr0.56Ca2Cu3O8,0,7,1.6,1.18464375,0.507543102,0.588146345,1.51,0.31715625,1.890228321,1.716375614,104.481,52.75228938,66.47418076,52.26573331,184.591,10.61373938,1.726411075,1.78694001,6,6.265625,3.964124836,3.246354626,10,2.934375,1.720371077,1.279382537,1.725714286,2.4386625,0.836794174,1.058688085,2.55,1.7021875,1.835680558,1.022736608,8.090757143,10.31820575,2.782534615,3.473912492,8.4064,6.735610938,1.890566235,1.151767182,4,2.453125,0.343544858,0.1875,128.7
Hg0.8Nd0.2Ba2Ca2Cu3O8.3,0,6,1.583333333,1.180490798,0.499088057,0.591647179,1.51,0.313742331,1.735448327,1.595261033,100.297,53.22454601,65.12064002,52.74283932,184.591,15.08009816,1.560005383,1.629762205,6.5,6.233128834,3.905124838,3.20002023,10,2.981595092,1.600242924,1.244803749,1.728333333,2.445398773,0.876782312,1.068781914,2.55,1.737668712,1.67339188,0.964681878,8.105316667,10.32602638,3.02690759,3.526028364,8.4064,6.866578528,1.726114755,1.085174213,4,2.331288344,0.336879433,0,128
Hg1Ba2Ca1Cu2O6.21,0,5,1.536,1.193169533,0.534288312,0.604227961,1.51,0.224406224,1.542443695,1.536246959,91.508,60.75084275,68.0099859,60.1409314,184.591,19.21179361,1.327462877,1.450722944,6.6,6.327600328,4.270831301,3.296557143,10,2.887796888,1.38381443,1.246516269,1.846,2.452285012,0.916200851,1.065563923,2.55,1.667682228,1.49091804,0.964952119,8.62138,10.40092555,3.065399694,3.514600861,8.4064,6.425487387,1.54798509,1.08365857,4,2.457002457,0.328731098,0,127
Hg0.8Ti0.2Ba2Ca1Cu2O6.2,0,6,1.521666667,1.191147541,0.488788184,0.602927553,1.51,0.331967213,1.735180404,1.586655676,84.2345,58.28386885,64.17931258,57.39613563,184.591,21.72791803,1.515040373,1.506005972,6.166666667,6.196721311,4.017323598,3.228051598,10,2.983606557,1.576754378,1.269960217,1.795,2.443934426,0.844111959,1.070410184,2.55,1.72295082,1.6880859,0.988525622,8.3225,10.33911803,2.877013905,3.543935935,8.4064,6.808737705,1.735314753,1.107380659,4,2.327868852,0.32718894,0.533333333,127
Hg1Ba2Ca1Cu2O6.22,0,5,1.536,1.192733224,0.534288312,0.60417307,1.51,0.224222586,1.542443695,1.536125329,91.508,60.71422095,68.0099859,60.1299371,184.591,19.19607201,1.327462877,1.450843472,6.6,6.327332242,4.270831301,3.295221346,10,2.890343699,1.38381443,1.246114554,1.846,2.45309329,0.916200851,1.065502236,2.55,1.66913257,1.49091804,0.964231983,8.62138,10.40355827,3.065399694,3.514366773,8.4064,6.431373322,1.54798509,1.082933017,4,2.454991817,0.328515112,0,127
Hg0.8Mo0.2Ba2Ca1Cu2O6.4,0,6,1.506666667,1.181129032,0.492126903,0.601238251,1.51,0.328064516,1.733870487,1.580764664,92.25,58.37754839,62.10650507,57.36860798,184.591,20.60177419,1.558510255,1.540220146,6.5,6.225806452,3.905124838,3.189799037,10,3,1.600242924,1.2770792,1.898333333,2.47,0.844519916,1.063363501,2.55,1.740645161,1.693880881,0.987632669,8.36655,10.39626774,2.855740601,3.535286529,8.4064,6.914303226,1.736567268,1.093757532,4,2.338709677,0.328054299,0.333333333,127
Hg0.8Pb0.2Ba2Ca2Cu3O8.3,0,6,1.571666667,1.179631902,0.494213741,0.590768336,1.51,0.314601227,1.735947192,1.593519731,110.79,53.99703681,75.58731885,54.50197358,191.201,14.30760736,1.53414638,1.65249594,6.166666667,6.208588957,4.017323598,3.20936893,10,3.006134969,1.576754378,1.231440046,1.926666667,2.46,0.855602452,1.05893163,2.55,1.723067485,1.692966385,0.987251077,8.4206,10.34923742,2.834100524,3.500481672,8.4064,6.843367485,1.737858158,1.093668727,4,2.45398773,0.341296928,0,125
Hg0.8Ge0.2Ba2Ca1Cu2O6.2,0,6,1.485,1.187540984,0.500890873,0.602025695,1.51,0.33557377,1.730916332,1.579348433,88.36333333,58.68998361,62.48127555,57.40863392,184.591,21.32180328,1.545085643,1.523874216,6.166666667,6.196721311,4.017323598,3.228051598,10,2.983606557,1.576754378,1.269960217,1.873333333,2.451639344,0.838603336,1.065556393,2.55,1.715245902,1.693911736,0.99935768,8.50105,10.35668033,2.811220248,3.52911673,8.4064,6.79117541,1.7393132,1.113052234,4,2.459016393,0.337837838,0,124
Tl2Ba2Ca4Cu5O14,0,5,1.556,1.157777778,0.53816726,0.571536806,1.51,0.216296296,1.542469864,1.547772812,92.2666,51.31288889,69.23264612,54.55880242,188.384,9.202,1.323285173,1.562804212,4.8,5.814814815,3.42928564,2.969437371,9,2.962962963,1.378227563,1.072021583,1.77,2.46962963,0.916034934,1.051955785,2.55,1.717777778,1.485800565,0.925085232,7.75552,10.23622222,3.041466442,3.570379331,8.4064,6.675185185,1.541020138,1.007222481,4,2.592592593,0.341463415,0,124
Hg0.8V0.2Ba2Ca2Cu3O8.3,0,6,1.5,1.174355828,0.49433457,0.587562331,1.51,0.319877301,1.733101862,1.582086588,84.747,52.07976074,63.89851921,51.75822784,184.591,16.22488344,1.519959819,1.581518468,6.333333333,6.220858896,3.944053189,3.202806553,10,2.993865031,1.59111082,1.238331707,1.81,2.451411043,0.840238062,1.062783056,2.55,1.731656442,1.690011827,0.974518967,8.30885,10.34101043,2.884256879,3.508143724,8.4064,6.851594479,1.734888338,1.090735983,4,2.36809816,0.342806394,0.35,123.5
Hg1Ba2Ca1Cu2O6.24,0,5,1.536,1.191862745,0.534288312,0.604062603,1.51,0.223856209,1.542443695,1.535880834,91.508,60.64115686,68.0099859,60.10792972,184.591,19.16470588,1.327462877,1.451083472,6.6,6.326797386,4.270831301,3.292554614,10,2.895424837,1.38381443,1.24531106,1.846,2.454705882,0.916200851,1.065377321,2.55,1.672026144,1.49091804,0.96279508,8.62138,10.40881078,3.065399694,3.513893804,8.4064,6.44311634,1.54798509,1.081484847,4,2.450980392,0.32808399,0,123
Hg1Ba2Ca1Cu2O6.19,0,5,1.536,1.194044299,0.534288312,0.604337047,1.51,0.224774405,1.542443695,1.536488973,91.508,60.82426661,68.0099859,60.1629009,184.591,19.24331419,1.327462877,1.450480828,6.6,6.328137818,4.270831301,3.299233619,10,2.88269073,1.38381443,1.247319627,1.846,2.450664479,0.916200851,1.065685744,2.55,1.664774405,1.49091804,0.96639577,8.62138,10.39564717,3.065399694,3.515064203,8.4064,6.413686546,1.54798509,1.085112617,4,2.461033634,0.329163924,0,122
Tl0.6Pb0.2Bi0.2Sr1.8Ba0.2Ca2Cu3O9,0,8,1.65375,1.159058824,0.469332971,0.586544464,1.51,0.331176471,2.033350818,1.695958543,120.641625,47.40189412,74.47982542,48.14663467,192.981,9.598388235,1.864787736,1.905297944,4.375,5.8,2.869560071,2.917694497,9,3.152941176,1.893219725,1.127994059,1.76875,2.493529412,0.8096363,1.054154477,2.55,1.810705882,1.979060142,0.976357811,7.39685,10.34512,2.495125644,3.526001725,8.4064,7.148268235,2.03027252,1.060822614,4,2.352941176,0.326264274,0,122
Hg1Ba2Ca1Cu2O6.16,0,5,1.536,1.195361842,0.534288312,0.604498923,1.51,0.225328947,1.542443695,1.536848859,91.508,60.93485526,68.0099859,60.19580651,184.591,19.29078947,1.327462877,1.450114995,6.6,6.328947368,4.270831301,3.303260582,10,2.875,1.38381443,1.248524459,1.846,2.448223684,0.916200851,1.06586455,2.55,1.660394737,1.49091804,0.968569733,8.62138,10.38769704,3.065399694,3.515747002,8.4064,6.3959125,1.54798509,1.087301067,4,2.467105263,0.329815303,0,121
Tl2Ba2Ca5Cu6O16,0,5,1.556,1.155806452,0.53816726,0.567670817,1.51,0.230967742,1.542469864,1.524353577,92.2666,49.06677419,69.23264612,51.73864723,188.384,6.721806452,1.323285173,1.575957996,4.8,5.870967742,3.42928564,3.00260033,9,2.967741935,1.378227563,1.061060398,1.77,2.466451613,0.916034934,1.051047245,2.55,1.718064516,1.485800565,0.920219935,7.75552,10.24044516,3.041466442,3.54854624,8.4064,6.692458065,1.541020138,1.002144337,4,2.580645161,0.347826087,0,120
Hg0.6Pb0.4Ba2Ca2Cu3O8.4,0,6,1.571666667,1.178292683,0.494213741,0.591891974,1.51,0.295365854,1.735947192,1.608311312,110.79,53.84595122,75.58731885,54.6379003,191.201,11.85963415,1.53414638,1.692181058,6.166666667,6.109756098,4.017323598,3.14295999,10,2.975609756,1.576754378,1.223854328,1.926666667,2.47,0.855602452,1.057298675,2.55,1.705121951,1.692966385,0.99378638,8.4206,10.33233049,2.834100524,3.514015649,8.4064,6.794229268,1.737858158,1.091299172,4,2.43902439,0.338409475,0,120
Ba2Ca2Cu3F1.2O6.8,0,5,1.36,1.1648,0.621964629,0.595962773,1.51,0.2416,1.50190764,1.512634038,55.1896,45.13592,44.47578531,40.54553528,121.328,16.79042667,1.314993,1.383449171,5.6,6.013333333,3.382306905,3.057202788,9,2.453333333,1.420727204,1.224130539,2.242,2.509866667,1.260418978,1.13723934,3.09,1.4408,1.447731234,1.14363535,10.01844,10.62262933,4.719982953,4.007466194,12.2111,5.478645333,1.50186843,1.237722012,4,2,0.332594235,0,120
B0.6C0.4Sr0.5Ba1.5Ca2Cu3O9,0,7,1.404285714,1.109176471,0.628373345,0.579445398,1.51,0.331294118,1.843071062,1.644839886,52.48457143,39.75744118,43.77704504,36.79345227,126.516,11.83447647,1.606937809,1.558492903,4.285714286,5.788235294,3.057276366,2.92290797,9,3.117647059,1.730287308,1.119112713,1.824285714,2.512588235,0.886902429,1.050127895,2.55,1.793235294,1.829905546,0.994707146,8.274657143,10.47743647,2.890287331,3.478463539,8.4064,7.042085294,1.887909287,1.102784971,4,1.764705882,0.304878049,0,119
Tl2Ca2Ba2Cu3O10,0,5,1.556,1.164210526,0.53816726,0.58392786,1.51,0.168421053,1.542469864,1.57952301,92.2666,58.64231579,69.23264612,62.32731214,188.384,17.29526316,1.323285173,1.483173148,4.8,5.631578947,3.42928564,2.850863698,9,2.947368421,1.378227563,1.094451872,1.77,2.48,0.916034934,1.054848455,2.55,1.716842105,1.485800565,0.927160045,7.75552,10.22244211,3.041466442,3.64067948,8.4064,6.618821053,1.541020138,1.007670407,4,2.631578947,0.322580645,0,118.975
Hg1Ba2Ca2Cu3O8.28,0,5,1.536,1.178427518,0.534288312,0.589302243,1.51,0.237395577,1.542443695,1.548178874,91.508,53.96251351,68.0099859,54.2954397,184.591,11.9470516,1.327462877,1.53601739,6.6,6.307125307,4.270831301,3.264208908,10,2.805896806,1.38381443,1.219810643,1.846,2.454742015,0.916200851,1.060140628,2.55,1.6402457,1.49091804,0.957476718,8.62138,10.38233219,3.065399694,3.485491387,8.4064,6.285900983,1.54798509,1.076251084,4,2.457002457,0.342817964,0,118.5
Tl1.4Ba2Ca3Cu4O11.4,0,5,1.556,1.159357798,0.53816726,0.579636513,1.51,0.235963303,1.542469864,1.548990803,92.2666,51.26590826,69.23264612,53.66961441,188.384,7.610192661,1.323285173,1.566233358,4.8,5.80733945,3.42928564,2.966099172,9,2.95412844,1.378227563,1.066601749,1.77,2.470825688,0.916034934,1.060397302,2.55,1.717247706,1.485800565,0.914276338,7.75552,10.25075321,3.041466442,3.589750412,8.4064,6.729122018,1.541020138,0.999688461,4,2.47706422,0.337078652,0,118
Hg0.9W0.1Ba2Ca1Cu2O6.2,0,6,1.508333333,1.191721311,0.491644067,0.603369898,1.51,0.344508197,1.734044177,1.567319126,106.8966667,60.65022951,70.98253631,59.85103057,184.591,21.0057377,1.546077978,1.533746221,6.5,6.278688525,3.905124838,3.257431089,10,3,1.600242924,1.272621952,1.931666667,2.45442623,0.858029072,1.064868998,2.55,1.728852459,1.692716865,0.992143934,8.49515,10.37719426,2.812513609,3.522249318,8.4064,6.856214754,1.739224479,1.103360528,4,2.409836066,0.324503311,0.2,118
Tl1.4Ba2Ca2.6Cu3O9.53,0,5,1.556,1.18574204,0.53816726,0.595346274,1.51,0.210998381,1.542469864,1.563512419,92.2666,54.40374906,69.23264612,56.94326554,188.384,9.818316244,1.323285173,1.546929543,4.8,5.58985429,3.42928564,2.920819554,9,2.869940637,1.378227563,1.098229352,1.77,2.435574744,0.916034934,1.078218763,2.55,1.673135456,1.485800565,0.935747256,7.75552,10.13647561,3.041466442,3.645484172,8.4064,6.54231047,1.541020138,1.023728386,4,2.374527793,0.320746464,0,118
Hg0.9Pb0.1Ba2Ca2Cu3O8.25,0,6,1.571666667,1.180307692,0.494213741,0.590199365,1.51,0.324307692,1.735947192,1.578094537,110.79,54.07327692,75.58731885,54.43309481,191.201,15.62670769,1.53414638,1.611708355,6.166666667,6.258461538,4.017323598,3.241219728,10,3.021538462,1.576754378,1.230136118,1.926666667,2.454953846,0.855602452,1.059718866,2.55,1.732123077,1.692966385,0.978897451,8.4206,10.35776892,2.834100524,3.493601255,8.4064,6.868163385,1.737858158,1.090556616,4,2.461538462,0.342759212,0,118
Hg0.8W0.2Ba2Ca1Cu2O6.4,0,6,1.508333333,1.181290323,0.491644067,0.601287554,1.51,0.327903226,1.734044177,1.581092593,106.8966667,59.79496774,70.98253631,59.33170405,184.591,19.18435484,1.546077978,1.581511596,6.5,6.225806452,3.905124838,3.189799037,10,3,1.600242924,1.2770792,1.931666667,2.473225806,0.858029072,1.062721361,2.55,1.737419355,1.692716865,0.991844661,8.49515,10.4087129,2.812513609,3.524977208,8.4064,6.901858065,1.739224479,1.097779543,4,2.322580645,0.315789474,0.4,118
Tl1.6Ba2Ca2.4Cu3O9.67,0,5,1.556,1.178907338,0.53816726,0.591649882,1.51,0.196154258,1.542469864,1.572512249,92.2666,55.87586127,69.23264612,58.87169867,188.384,12.36344938,1.323285173,1.528429272,4.8,5.603642207,3.42928564,2.898635258,9,2.893411891,1.378227563,1.098475182,1.77,2.449748259,0.916034934,1.070631113,2.55,1.686384574,1.485800565,0.934783894,7.75552,10.16252957,3.041466442,3.644248895,8.4064,6.529936101,1.541020138,1.020423159,4,2.463845742,0.321633338,0,118
Bi1.7Pb0.3Sr2Ca2Cu3F0.8O9.2,0,7,1.44,1.152,0.540581697,0.568111553,1.49,0.291947368,1.869549047,1.72948409,91.77442857,53.99206316,77.07617459,58.51687746,192.981,17.89829474,1.600009682,1.691893984,5.285714286,5.868421053,2.913725436,2.73737343,9,2.842105263,1.797033275,1.342391401,2.231428571,2.556052632,1.058360303,1.041433575,3.03,1.628894737,1.832454366,1.215676949,9.325385714,10.55951,4.103215462,3.669804929,11.7279,6.476921579,1.858494392,1.283855423,4,2.631578947,0.313479624,0,117.6
Tl0.25Li0.25Ba2Ca2Cu3.5O7.955,0,6,1.55,1.179272955,0.491460409,0.586643543,1.51,0.305252272,1.73569908,1.528022969,78.04566667,47.46625165,70.74937548,44.50871853,197.442,17.10553118,1.380809506,1.460927556,4.166666667,5.968661861,3.435921355,3.16657895,10,2.975869633,1.491042609,1.032389242,1.638333333,2.409602006,0.886536645,1.080120267,2.55,1.699793168,1.662085846,0.921712506,7.36155,10.08456036,2.91287262,3.604378687,8.4064,6.705362614,1.723936489,1.023461872,4,2.350360389,0.370443544,0,117
Cu0.5C0.5Ba2Ca3Cu4O11,0,5,1.37,1.126428571,0.611915027,0.57220052,1.51,0.327380952,1.507113781,1.431148305,53.7922,41.08759524,45.68429346,36.60819032,125.316,13.33102381,1.274469936,1.363851903,5,6.071428571,3.346640106,3.04249942,9,3.047619048,1.401068986,1.025787825,1.956,2.497380952,0.960054165,1.052771986,2.55,1.741190476,1.487612775,0.900059117,8.78594,10.42671667,3.1784771,3.487435988,8.4064,6.865188095,1.54501373,0.998677614,4,2.142857143,0.352941176,0,117
Tl1.7Ba2Ca2.3Cu3O9.82,0,5,1.556,1.173336876,0.53816726,0.589484656,1.51,0.190818278,1.542469864,1.574857509,92.2666,56.43106695,69.23264612,59.72000062,188.384,13.56385228,1.323285173,1.518443755,4.8,5.612114772,3.42928564,2.881547784,9,2.918172157,1.378227563,1.095868641,1.77,2.460935175,0.916034934,1.06644083,2.55,1.700361318,1.485800565,0.930181621,7.75552,10.19004474,3.041466442,3.642709351,8.4064,6.553974601,1.541020138,1.014544065,4,2.497343252,0.3209944,0,116
