formula,pressure,nelements,radius_mean,radius_mean_wtd,radius_std,radius_std_wtd,radius_range,radius_range_wtd,radius_entropy,radius_entropy_wtd,mass_mean,mass_mean_wtd,mass_std,mass_std_wtd,mass_range,mass_range_wtd,mass_entropy,mass_entropy_wtd,valence_mean,valence_mean_wtd,valence_std,valence_std_wtd,valence_range,valence_range_wtd,valence_entropy,valence_entropy_wtd,electronnegativity_mean,electronnegativity_mean_wtd,electronnegativity_std,electronnegativity_std_wtd,electronnegativity_range,electronnegativity_range_wtd,electronnegativity_entropy,electronnegativity_entropy_wtd,firstionization_mean,firstionization_mean_wtd,firstionization_std,firstionization_std_wtd,firstionization_range,firstionization_range_wtd,firstionization_entropy,firstionization_entropy_wtd,shell_range,d_mean,d_ratio,d_unfill,Tc
Lu0.5Pr0.5Ba2Cu3O6.75,0,5,1.534,1.130588235,0.521329071,0.570295458,1.51,0.281568627,1.544872428,1.420516902,106.5494,57.35080392,58.06446314,52.28693192,158.968,16.01568627,1.425797345,1.480226007,8.2,6.941176471,5.268775949,3.505803394,15,2.980392157,1.403193638,1.191319545,1.726,2.501960784,0.919795629,1.04500121,2.55,1.776862745,1.482302844,0.849336242,7.49102,10.27248824,3.197778544,3.64596635,8.4064,6.996801961,1.528811068,0.917516546,4,2.392156863,0.344632768,1.285714286,40.1
Y1Ba2Cu2.94Ni0.06O6.6,0,5,1.434,1.138428571,0.517633075,0.573879784,1.51,0.339761905,1.540930803,1.363337932,72.8942,52.3412873,39.83488462,44.428178,121.328,21.51844603,1.447753472,1.313500731,6.4,6.312698413,3.611094017,3.010932043,9,3.095238095,1.43963006,1.023986328,1.872,2.492428571,0.877528347,1.04398974,2.55,1.792809524,1.505206574,0.851020142,8.08266,10.29318762,2.921852885,3.574729341,8.4064,7.096910476,1.549873773,0.927464466,4,2.450793651,0.388232336,2.28,40.1
Ca0.4Ba1.25La1.25Cu3O6.98,0,5,1.562,1.095481366,0.539903695,0.534397192,1.51,0.296490683,1.542360818,1.485230644,79.171,51.52424068,50.42494611,46.66013063,122.906,13.55642857,1.389951806,1.448727726,4.8,6.361024845,3.42928564,2.935264737,9,3.189440994,1.378227563,1.002138615,1.666,2.530954969,0.955815882,1.036047166,2.55,1.833167702,1.463120317,0.832918005,7.64926,10.41650373,3.105764208,3.566183831,8.4064,7.190144255,1.536225918,0.921043553,4,2.426242236,0.381423166,2.647058824,40.1
Y1Sr2Cu2.8Mo0.2O7,0,5,1.452,1.122,0.506098805,0.565838248,1.49,0.334461538,1.544418761,1.402319057,70.4062,44.09690769,29.32152779,31.5252341,79.961,12.21052308,1.497517586,1.447206823,5.6,6.230769231,3.136877428,2.912937881,9,3.138461538,1.455058337,1.041246974,1.934,2.534769231,0.871587058,1.024470006,2.49,1.819076923,1.511339848,0.867003966,8.06982,10.46047692,2.861075793,3.46875465,7.9232,7.223709231,1.553233992,0.937835282,3,2.307692308,0.37037037,2.5,40
La2Cu0.955V0.045O4.056,0,4,1.2475,1.051411565,0.382189416,0.475520889,1.07,0.481944444,1.335599309,1.059311299,67.348,57.49443934,44.83507581,53.6060404,122.906,39.04728033,1.164889453,0.86591227,6.25,5.820011338,2.947456531,2.430770899,8,3.417091837,1.280058575,0.968368279,2.0175,2.556758787,0.870240628,1.055369784,2.34,1.967019558,1.298714713,0.708719426,8.4169,10.49760553,3.097826261,3.686426617,8.0412,7.785067262,1.323833325,0.756187932,4,1.656037415,0.284541957,6.105,40
La1.5Ba1.1Ca0.4Cu3O6.969,0,5,1.562,1.095654252,0.539903695,0.527130647,1.51,0.293896214,1.542360818,1.489280484,79.171,52.24638993,50.42494611,47.14520154,122.906,14.82969389,1.389951806,1.439542539,4.8,6.346981263,3.42928564,2.924745387,9,3.162464338,1.378227563,1.011234656,1.666,2.52157915,0.955815882,1.036130368,2.55,1.817669828,1.463120317,0.84171631,7.64926,10.38069542,3.105764208,3.571916429,8.4064,7.129251207,1.536225918,0.92922436,4,2.428868841,0.382680953,3,40
La1.99Sr0.01Cu1O4.13,0,4,1.455,1.047685835,0.552562214,0.475679306,1.49,0.479831697,1.308422838,1.043985421,76.5175,57.0713913,44.28942966,53.4173439,122.906,38.64582749,1.197271367,0.861051883,5.5,5.858345021,3.5,2.45369254,9,3.472650771,1.190608997,0.942851098,1.8475,2.567419355,0.987810078,1.052698697,2.49,1.991262272,1.252406921,0.689728984,8.154075,10.53634404,3.268327086,3.675091637,8.0412,7.880196914,1.312543657,0.738600579,4,1.681626928,0.287048121,5.989966555,40
La1.98Sr0.02Cu1O4.09,0,4,1.455,1.050465444,0.552562214,0.477230412,1.49,0.477066291,1.308422838,1.057479908,76.5175,57.23077715,44.28942966,53.40261302,122.906,38.54435825,1.197271367,0.871721273,5.5,5.856135402,3.5,2.462504662,9,3.455571227,1.190608997,0.947588626,1.8475,2.562284908,0.987810078,1.053924694,2.49,1.981748942,1.252406921,0.695548567,8.154075,10.51912398,3.268327086,3.677905525,8.0412,7.839792807,1.312543657,0.745619582,4,1.689703808,0.288535645,5.979865772,40
Y0.6Pr0.4Ba2Cu3O6.97,0,5,1.55,1.125535852,0.528280229,0.57199852,1.51,0.298242097,1.544116267,1.419182161,89.3372,52.93075019,46.9178683,46.43231109,124.909,17.06325366,1.444535309,1.421277783,5.4,6.370084811,3.136877428,2.925752945,9,3.085582113,1.449291473,1.031245645,1.716,2.516638396,0.924956215,1.044613951,2.55,1.813785659,1.479674808,0.834399014,7.6493,10.36548473,3.11002628,3.595331086,8.4064,7.149495528,1.535929535,0.913616795,4,2.359290671,0.37037037,1.5,40
Eu1.4Ce0.6Ru1Sr2Cu2O10,0,6,1.548333333,1.102588235,0.515086293,0.584876363,1.49,0.323647059,1.730865314,1.617802179,93.38583333,50.60065882,45.80127175,46.51885436,135.965,7.569411765,1.647983389,1.7438938,6.666666667,6.411764706,3.036811193,2.402420924,9,3.388235294,1.6771437,1.298044925,1.801666667,2.626588235,0.856785011,1.020012172,2.49,1.984,1.686564527,0.879864474,7.6015,10.68505176,2.8252602,3.560297582,8.0794,7.815163529,1.731049042,0.939170705,4,1.623529412,0.253211009,2.333333333,40
Nd1.2Ba1.4Ca0.4Cu3O6.888,0,5,1.58,1.117014277,0.546662602,0.553940648,1.51,0.291595282,1.541735269,1.489919455,80.2384,52.93439727,51.71801141,48.06639429,128.243,13.67369646,1.385229922,1.443799166,5.4,6.605214153,3.322649545,2.772673719,9,3.144630664,1.419890557,1.083259858,1.674,2.514643079,0.951201346,1.038965151,2.55,1.807473619,1.46572899,0.847758608,7.63888,10.34701527,3.112751915,3.592105922,8.4064,7.088469336,1.535691655,0.93313866,4,2.327746741,0.352410488,0,40
La1.25Ba1.75Cu3O7.07,0,4,1.46,1.10682479,0.558882814,0.550790156,1.51,0.191560826,1.307342321,1.352242391,88.94425,54.91235119,51.96885519,49.19716653,122.906,9.732924254,1.181793399,1.35300281,5.5,6.32517215,3.5,2.938648597,9,2.977811783,1.190608997,0.983139801,1.8325,2.521293037,1.001682959,1.046263478,2.55,1.755608263,1.245635769,0.804484477,8.033275,10.37113749,3.364502421,3.615371359,8.4064,6.833117215,1.305492133,0.879186899,4,2.390971691,0.378008951,2.647058824,40
La1.82Ca1.16Y0.02Cu2O6,0,5,1.49,1.09,0.474004219,0.507735078,1.31,0.356709091,1.551886729,1.380142073,69.4868,47.65106364,42.32518681,44.48966676,122.906,22.82081636,1.416905242,1.240272148,5,5.985454545,3.286335345,2.781720735,9,3.267272727,1.414660908,1.027122493,1.732,2.511490909,0.910261501,1.054432874,2.44,1.874145455,1.487007622,0.820208936,7.85038,10.41154691,2.971040928,3.57308125,8.0412,7.416750364,1.545939161,0.905589361,4,1.985454545,0.331713244,4.3125,40
Bi2Sr2Ca0.5Y0.5Cu2O8.33,0,6,1.57,1.131624266,0.494401996,0.565515689,1.49,0.299595564,1.735782076,1.616954446,84.18816667,59.88621461,61.41200398,63.9454033,192.981,25.95701239,1.545958593,1.458337232,4.833333333,5.771689498,3.131382371,2.49854378,9,3.195042401,1.600295141,1.174853009,1.755,2.576986301,0.859723793,0.995735485,2.49,1.836607958,1.681515065,0.956966161,7.775916667,10.50344573,2.704887904,3.445691099,7.9232,7.200402674,1.738774622,1.027918649,4,2.641878669,0.296746776,1,40
Tl1Sr2Ca1Cu2O6.825,0,5,1.552,1.172280702,0.533644076,0.601558456,1.49,0.218674464,1.543145907,1.533329624,82.3252,51.14901949,65.51761674,52.24272766,188.384,12.81130604,1.318399575,1.503167477,4.8,5.610136452,3.42928564,2.862007396,9,3.037037037,1.378227563,1.075817865,1.782,2.479376218,0.9047519,1.066027404,2.49,1.752670565,1.491063582,0.906660361,7.85216,10.29298499,2.965839805,3.596645359,7.9232,6.77078616,1.546277061,0.994025621,4,2.339181287,0.312662845,0,40
Tl1Ba2Ca0.5Nd0.5Cu2O6.86,0,6,1.6,1.168164852,0.501032268,0.599416038,1.51,0.281306376,1.735661515,1.616809011,100.9291667,62.83375894,66.10219144,62.20146402,188.384,19.79898911,1.557076436,1.583910509,5,5.766718507,3.16227766,2.764754784,9,3.122861586,1.602984474,1.162337068,1.665,2.478102644,0.868557233,1.072189433,2.55,1.796143079,1.671281116,0.925789802,7.383766667,10.20401757,2.898235291,3.72220903,8.4064,7.049585226,1.725045189,1.006620726,4,2.33281493,0.305623472,0,40
Tl0.5Pb0.5Sr2Eu1.8Ce0.2Cu2O9,0,7,1.63,1.1601875,0.472259009,0.614539942,1.49,0.348375,1.897311544,1.659775962,124.404,59.60455625,66.61900356,59.54898519,191.201,15.3445,1.775922193,1.807669756,5.571428571,6.28125,3.06394437,2.552380935,9,3.325,1.800102361,1.268004402,1.794285714,2.5636875,0.806896296,1.037937632,2.49,1.921,1.852258161,0.937167644,7.3962,10.46765063,2.667356891,3.625906425,8.0794,7.5909475,1.889798013,0.992279705,4,1.8875,0.242570281,0.5625,40
Sr2Ca4Cu5F2O10.57,0,5,1.356,1.145362749,0.616785214,0.57086861,1.49,0.273228681,1.502959444,1.499308454,45.2482,36.50349724,27.20844938,24.36313395,71.621,11.86822232,1.426002492,1.462580928,5.6,6.127280441,3.382306905,3.073268481,9,2.521001273,1.420727204,1.214867815,2.254,2.533763258,1.247711505,1.114919518,3.03,1.462061943,1.45334954,1.153908507,10.11508,10.74516406,4.624559387,3.901737899,11.7279,5.623823377,1.508756051,1.246047734,3,2.121340687,0.346212436,0,40
Sr0.84Nd0.16Cu1O2.01,0,4,1.4775,1.173017456,0.564994469,0.592808205,1.49,0.377755611,1.306700146,1.250911233,77.85175,47.97593766,46.18847575,35.66480604,128.243,12.59902244,1.190115269,1.286884034,6.25,6.408977556,3.191786334,3.069001836,9,2.7680798,1.248305585,1.019356501,1.8575,2.442593516,0.980366641,1.051878385,2.49,1.678802993,1.255837052,0.842432789,8.1411,10.16620873,3.278619326,3.536177307,8.0931,6.605581297,1.311814498,0.917183467,4,2.493765586,0.389105058,0,40
Pb0.8Sr1Ba1.2Y0.7Ca0.3Cu3O7.59,0,7,1.684285714,1.155681974,0.502447073,0.580450769,1.51,0.30283756,1.894085487,1.767207308,91.52514286,55.1405353,59.32288397,52.59838273,191.201,12.24226182,1.736082577,1.779142921,4.285714286,6.089102125,3.057276366,2.91981211,9,3.080191912,1.730287308,1.135368501,1.675714286,2.52540096,0.878258946,1.018510329,2.55,1.768992461,1.820157196,1.007120429,7.428328571,10.32275182,2.659662232,3.505408722,8.4064,6.95869904,1.890363286,1.085826464,4,2.652501714,0.358200666,1.4,40
Tl2Ba2Cu1O6.056,0,4,1.4525,1.177366136,0.555399631,0.612554503,1.51,0.276772793,1.307779076,1.307486383,105.31375,76.32560999,71.69594476,75.15218996,188.384,31.22467438,1.125846429,1.159716038,5.5,5.185962373,3.5,2.474063385,9,2.924746744,1.190608997,1.027774632,1.9625,2.510188133,0.929310901,1.060870527,2.55,1.723285094,1.277410409,0.825784779,8.1661,10.20598893,3.27418203,3.80566435,8.4064,6.76056563,1.31212507,0.873451497,4,2.713458755,0.284802916,0,40
La2Cu0.985V0.015O4.021,0,4,1.2475,1.053191853,0.382189416,0.475810326,1.07,0.489987181,1.335599309,1.0406169,67.348,57.75515155,44.83507581,53.65868129,122.906,39.45960262,1.164889453,0.851416396,6.25,5.84475146,2.947456531,2.459493207,8,3.425580402,1.280058575,0.956535151,2.0175,2.553509472,0.870240628,1.055287359,2.34,1.966641504,1.298714713,0.702431779,8.4169,10.48623801,3.097826261,3.68530827,8.0412,7.78481514,1.323833325,0.749734463,4,1.694203105,0.289867433,6.035,40
La2Cu0.975V0.025O4.032,0,4,1.2475,1.052633675,0.382189416,0.475721478,1.07,0.487343572,1.335599309,1.047544366,67.348,57.67190956,44.83507581,53.64223109,122.906,39.32543373,1.164889453,0.856707242,6.25,5.836461889,2.947456531,2.450068234,8,3.422497156,1.280058575,0.9610078,2.0175,2.55451223,0.870240628,1.055330848,2.34,1.966628271,1.298714713,0.704942849,8.4169,10.4897432,3.097826261,3.685735083,8.0412,7.784346445,1.323833325,0.75230262,4,1.681598407,0.288119487,6.058333333,40
La1.96Sr0.04Cu1O4.05,0,4,1.455,1.05387234,0.552562214,0.479879312,1.49,0.468765957,1.308422838,1.080376401,76.5175,57.31922695,44.28942966,53.3109945,122.906,38.12042553,1.197271367,0.89165342,5.5,5.85248227,3.5,2.473306615,9,3.435460993,1.190608997,0.954015689,1.8475,2.556879433,0.987810078,1.05544662,2.49,1.970780142,1.252406921,0.703247252,8.154075,10.50187589,3.268327086,3.680445935,8.0412,7.79085234,1.312543657,0.755420089,4,1.696453901,0.289869123,5.959459459,40
La1.4Ba1.5Ca0.1Cu3O6.943,0,5,1.562,1.10456463,0.539903695,0.541116019,1.51,0.33882253,1.542360818,1.41451816,79.171,54.56110307,50.42494611,48.79953564,122.906,15.60555513,1.389951806,1.388308601,4.8,6.339952098,3.42928564,2.937766652,9,3.203121378,1.378227563,0.998260956,1.666,2.51556208,0.955815882,1.042585855,2.55,1.837589431,1.463120317,0.825418639,7.64926,10.35047503,3.105764208,3.603826921,8.4064,7.257911481,1.536225918,0.90552554,4,2.426021788,0.38265617,2.863636364,40
Eu0.6Pr0.4Ba2Cu4O8,0,5,1.596,1.113066667,0.558089599,0.560295097,1.51,0.3032,1.540194741,1.405436918,101.9488,53.62477333,53.16596599,48.01468232,135.965,14.55272,1.437775426,1.456486012,6.6,6.893333333,3.136877428,2.896311831,9,3.066666667,1.486328473,1.07612896,1.712,2.538133333,0.927133216,1.014427515,2.55,1.804533333,1.478558024,0.827142988,7.53992,10.391016,3.167551691,3.544095495,8.4064,7.11704,1.531302822,0.895454473,4,2.666666667,0.386847195,0,40
La1Ba1Cu2.88Co0.12O7,0,5,1.418,1.0297,0.506888548,0.494444715,1.51,0.3725,1.542595335,1.362970993,82.942,48.19245333,48.00747388,44.83433593,122.906,14.66171,1.422621938,1.419880589,6.2,6.646666667,3.42928564,2.784807993,9,3.41,1.447388584,0.978526992,1.842,2.6473,0.896133919,0.981489536,2.55,1.987866667,1.497438462,0.764717067,8.00282,10.77608767,3.009918813,3.443891916,8.4064,7.865081667,1.544521058,0.828578,4,2.553333333,0.384152457,2.34,40
La1Ba1.5Ca0.5Cu3O6.79,0,5,1.562,1.117388585,0.539903695,0.552241631,1.51,0.27336982,1.542360818,1.493690048,79.171,51.93164269,50.42494611,46.57527803,122.906,14.53881939,1.389951806,1.450348222,4.8,6.312744332,3.42928564,2.995292406,9,3.107114934,1.378227563,1.009909179,1.666,2.501376075,0.955815882,1.048203712,2.55,1.787146208,1.463120317,0.850442598,7.64926,10.32815864,3.105764208,3.586582191,8.4064,6.990641048,1.536225918,0.943122748,4,2.423768569,0.383948477,2.25,40
La0.7Pr0.3Ca1Ba1Cu3O7,0,6,1.606666667,1.104615385,0.502880591,0.540058621,1.51,0.313153846,1.735550466,1.608976402,89.4605,47.65706923,51.46129655,43.2418928,124.909,11.58153846,1.600739958,1.656792732,4.833333333,6.353846154,3.131382371,2.934834653,9,3.115384615,1.600295141,1.056797473,1.576666667,2.521461538,0.895110173,1.039096584,2.55,1.826230769,1.654178485,0.870530443,7.28655,10.41357923,2.94888716,3.538757956,8.4064,7.206523077,1.72104347,0.970197739,4,2.361538462,0.371670702,1.702702703,40
La1.85Sr0.15Cu1O4.022,0,4,1.455,1.062022216,0.552562214,0.492115459,1.49,0.409854742,1.308422838,1.16903755,76.5175,56.6806078,44.28942966,52.50039258,122.906,34.72390345,1.197271367,0.982622718,5.5,5.836228995,3.5,2.499264014,9,3.39390487,1.190608997,0.971627113,1.8475,2.55100826,0.987810078,1.05946414,2.49,1.950039875,1.252406921,0.723021036,8.154075,10.49129852,3.268327086,3.680064181,8.0412,7.678405469,1.312543657,0.783858599,4,1.687553404,0.289151335,5.842105263,40
La2Cu0.965V0.035O4.045,0,4,1.2475,1.051965933,0.382189416,0.475610589,1.07,0.484570617,1.335599309,1.053699487,67.348,57.57712065,44.83507581,53.62266387,122.906,39.18055784,1.164889453,0.861539671,6.25,5.828246984,2.947456531,2.440263713,8,3.420156139,1.280058575,0.964817837,2.0175,2.555762952,0.870240628,1.055328635,2.34,1.967033357,1.298714713,0.706887103,8.4169,10.49412456,3.097826261,3.686009873,8.0412,7.785535486,1.323833325,0.754303314,4,1.668559262,0.286288358,6.081666667,40
La1.9Sr0.1Cu1O4.018,0,4,1.455,1.059259048,0.552562214,0.486786964,1.49,0.437731547,1.308422838,1.133926592,76.5175,57.06917669,44.28942966,52.89722044,122.906,36.35758051,1.197271367,0.944196428,5.5,5.843260188,3.5,2.490437288,9,3.406668567,1.190608997,0.96551361,1.8475,2.551570248,0.987810078,1.05801306,2.49,1.955958963,1.252406921,0.716390277,8.154075,10.48867566,3.268327086,3.681463811,8.0412,7.715593588,1.312543657,0.773705032,4,1.695639783,0.290187281,5.896551724,40
Ba2Ca1Cu2F2.2O3.8,0,5,1.36,1.178363636,0.621964629,0.610313671,1.51,0.250545455,1.50190764,1.547722101,55.1896,49.49234545,44.47578531,44.94657489,121.328,21.32509091,1.314993,1.318723386,5.6,6.018181818,3.382306905,3.018072287,9,1.890909091,1.420727204,1.347758928,2.242,2.582545455,1.260418978,1.215648302,3.09,1.097454545,1.447731234,1.280392666,10.01844,11.09712182,4.719982953,4.562902738,12.2111,4.148689091,1.50186843,1.349226009,4,1.818181818,0.302114804,0,40
C0.47Sr2Ca0.35Y0.65Cu2.48O6.96,0,6,1.44,1.107350891,0.578042674,0.575505261,1.49,0.327784663,1.705488999,1.505123909,51.36,40.40654454,31.08862589,30.28434413,76.895,13.13670256,1.587116795,1.447671835,4.666666667,6.008520527,3.144660377,2.883337945,9,3.180480248,1.59145423,1.079010972,1.843333333,2.5480945,0.90827064,1.029067438,2.49,1.827451588,1.675446051,0.93308943,8.438366667,10.59693679,2.976742856,3.428284362,7.9232,7.176015182,1.732974193,1.031415199,3,1.971340046,0.328090757,1.869009585,40
La1.9Sr0.1Cu1O4.023,0,4,1.455,1.058974797,0.552562214,0.486730165,1.49,0.437419906,1.308422838,1.133880646,76.5175,57.03993692,44.28942966,52.88973293,122.906,36.33169586,1.197271367,0.944373099,5.5,5.843371778,3.5,2.489554112,9,3.40851488,1.190608997,0.965195943,1.8475,2.552202762,0.987810078,1.057901807,2.49,1.95701552,1.252406921,0.715951163,8.154075,10.49090365,3.268327086,3.681099564,8.0412,7.719795856,1.312543657,0.77326395,4,1.694432579,0.289975145,5.896551724,40
La1.85Sr0.15Cu1O4.03,0,4,1.455,1.061564723,0.552562214,0.492022098,1.49,0.409388336,1.308422838,1.16894082,76.5175,56.63431294,44.28942966,52.48843514,122.906,34.68438834,1.197271367,0.982892346,5.5,5.836415363,3.5,2.497847656,9,3.396870555,1.190608997,0.971109512,1.8475,2.552019915,0.987810078,1.059285255,2.49,1.95173542,1.252406921,0.722307813,8.154075,10.49485676,3.268327086,3.67948014,8.0412,7.685164723,1.312543657,0.783138444,4,1.685633001,0.288813064,5.842105263,40
Fe0.5Ba1Sr1Tm1Cu2.5O7.432,0,6,1.541666667,1.101483026,0.539302533,0.559150534,1.51,0.319023228,1.725734875,1.644461106,88.21183333,52.08256909,51.31508321,48.9588021,152.935,10.498176,1.60985536,1.689342805,7.333333333,7.079511614,4.678556283,3.471219643,13,3.17093508,1.576092386,1.300951948,1.71,2.555172722,0.866506395,1.028465386,2.55,1.837111376,1.675043466,0.904348667,7.722966667,10.53959345,2.81578334,3.49979996,8.4064,7.240806968,1.732401107,0.999154374,4,2.084574151,0.294451689,0.666666667,40
Ga1Sr2Tm0.7Ca0.3Cu2O7,0,6,1.505,1.116615385,0.506318411,0.565592343,1.49,0.309923077,1.730436274,1.577892906,74.31666667,47.25578462,48.02736029,40.67916846,152.935,12.55512308,1.591188207,1.635198919,6.5,6.315384615,4.924428901,3.410469436,13,3.184615385,1.514418481,1.262882997,1.725,2.520384615,0.849602848,1.035881196,2.49,1.829230769,1.682525974,0.941029249,7.556033333,10.33319769,2.787721094,3.598365135,7.9232,7.191749231,1.732968804,1.009547859,4,2.307692308,0.325732899,0,40
Gd1Ba2Cu2.73Fe0.27O6.98,0,5,1.43,1.122958398,0.516913919,0.570055981,1.51,0.329121726,1.540867214,1.412132531,85.9934,56.4049114,52.9616264,51.78003518,141.251,19.99813945,1.402548215,1.406138464,7.4,6.785053929,3.2,2.902237334,9,3.06009245,1.498077847,1.198738178,1.852,2.517126348,0.88034993,1.043799058,2.55,1.811795069,1.503186421,0.861811706,8.12174,10.38941125,2.924724742,3.569493171,8.4064,7.15875886,1.549983326,0.941015035,4,2.305084746,0.33972976,2.52,40
La1.8Er0.2Ba2Ca0.4Cu4.4O10.371,0,6,1.595,1.099100725,0.498355629,0.537783705,1.51,0.338681342,1.735976248,1.517184591,93.85233333,53.18940217,56.53851549,48.37920928,151.26,13.74843253,1.585423789,1.525623299,6.333333333,6.448594231,4.642796092,3.008707909,12,3.204110375,1.528569501,1.078844866,1.595,2.526954254,0.886862447,1.03819919,2.55,1.848012102,1.65911299,0.84717588,7.392333333,10.3989419,2.892784009,3.579248545,8.4064,7.303310996,1.725454895,0.935817581,4,2.38902509,0.370472231,2.612903226,40
Hg0.75Mo0.25Ba2Cu1O4.51,0,5,1.414,1.191139835,0.488982617,0.625453813,1.51,0.470035253,1.54665487,1.350802618,102.6844,68.71774266,63.05078386,64.31776151,184.591,29.45522914,1.40006196,1.334588772,7.4,6.17626322,3.666060556,3.13682508,10,3.003525264,1.473535864,1.26883025,2.078,2.495229142,0.813741974,1.070128665,2.55,1.759623972,1.530876792,0.933676681,8.81722,10.47810294,2.927060738,3.60140272,8.4064,7.008758049,1.555545628,1.011128195,4,2.203290247,0.297335871,0.625,40
La0.7Ca0.1Pr0.2Ba1.5Sr0.5Cu3O6.862,0,7,1.684285714,1.125246462,0.502901784,0.567766931,1.51,0.336799876,1.894009233,1.603339962,89.19757143,52.84143508,47.64825552,46.42547174,124.909,15.703833,1.781670311,1.630016434,4.428571429,6.334318146,3.06394437,2.972721468,9,3.185507697,1.736267387,1.049607441,1.487142857,2.50437568,0.857233329,1.050904525,2.55,1.827498056,1.808660481,0.870354145,7.059171429,10.33286831,2.786371309,3.601964268,8.4064,7.217857425,1.88004553,0.969130599,4,2.386876069,0.376816575,1.702702703,40
Y1Ba2Cu2.97Zn0.03O6.67,0,5,1.45,1.136045777,0.512913248,0.57345688,1.51,0.3443015,1.542917573,1.352519527,74.2316,52.16782557,39.44600383,44.39294285,121.328,21.52269929,1.453745304,1.304332864,6.8,6.318074191,4.06939799,3.013363567,10,3.130228887,1.419642412,1.009450463,1.82,2.497024467,0.881430655,1.043904955,2.55,1.807048145,1.501163818,0.838023966,8.43354,10.31591642,2.952780037,3.571109512,8.4064,7.146874586,1.551138279,0.918126687,4,2.446724546,0.387257964,2.25,39.8
Sm0.8Pr0.2Ba2Cu3O6.95,0,5,1.548,1.125328185,0.527310155,0.57103796,1.51,0.325945946,1.544229481,1.397249232,101.628,55.98105405,52.86720948,50.54487737,134.361,19.03261776,1.438481841,1.430807937,6.4,6.648648649,3.006659276,2.846814264,9,3.142857143,1.490847744,1.106239595,1.706,2.513513514,0.930518135,1.046905908,2.55,1.828725869,1.476809823,0.827229047,7.53458,10.33652162,3.170719832,3.62485505,8.4064,7.224030502,1.53104407,0.901143098,4,2.316602317,0.348432056,0,39.65
Gd0.7Pr0.3Ba2Cu3O7,0,5,1.548,1.123769231,0.527310155,0.570945593,1.51,0.313153846,1.544229481,1.410530839,103.006,56.12556923,54.19264494,51.09436784,141.251,17.87550769,1.435316939,1.456488904,6.8,6.730769231,3.310589071,2.929396004,9,3.115384615,1.479691711,1.132877426,1.712,2.518384615,0.927133216,1.044806794,2.55,1.826230769,1.478558024,0.82991751,7.63586,10.37509769,3.116324462,3.591573364,8.4064,7.206523077,1.535427319,0.909414016,4,2.361538462,0.350857143,1.702702703,39.6
Y1Ba2Cu3.94Zn0.06O8,0,5,1.45,1.103533333,0.512913248,0.546097838,1.51,0.34668,1.542917573,1.345298912,74.2316,49.72306933,39.44600383,42.22972083,121.328,18.04874667,1.453745304,1.317907425,6.8,6.604,4.06939799,3.013168432,10,3.152,1.419642412,0.984036917,1.82,2.540333333,0.881430655,1.010898885,2.55,1.828066667,1.501163818,0.823497268,8.43354,10.4394112,2.952780037,3.486949889,8.4064,7.225409867,1.551138279,0.899519808,4,2.733333333,0.413890571,1.8,39.6
Eu1.3Ba1.7Cu3O7.15,0,4,1.5375,1.133079848,0.610097328,0.589003171,1.51,0.157186312,1.29981529,1.366422369,92.209,55.97261977,55.30783312,51.46311179,135.965,9.054224335,1.172278161,1.356456012,7,6.920152091,3.391164992,2.79551732,9,3.003802281,1.250464497,1.108899322,1.8575,2.53756654,0.984184307,1.031177559,2.55,1.755361217,1.253895305,0.810164297,8.05665,10.40152281,3.347638001,3.599030357,8.4064,6.843946388,1.306765465,0.877441304,4,2.281368821,0.32967033,0,39.5
La1.828Sr0.172Cu1O4,0,4,1.455,1.064605714,0.552562214,0.494714046,1.49,0.398948571,1.308422838,1.182988541,76.5175,56.64728286,44.28942966,52.35944454,122.906,34.1211,1.197271367,0.997499768,5.5,5.832571429,3.5,2.507354147,9,3.379428571,1.190608997,0.97556008,1.8475,2.547742857,0.987810078,1.060630159,2.49,1.942371429,1.252406921,0.727748495,8.154075,10.48184229,3.268327086,3.681170682,8.0412,7.6418396,1.312543657,0.790012379,4,1.689714286,0.289703145,5.817538897,39.35
La1.847Sr0.153Cu1O4,0,4,1.455,1.063465714,0.552562214,0.492691373,1.49,0.40948,1.308422838,1.17122379,76.5175,56.786485,44.28942966,52.50956079,122.906,34.73595357,1.197271367,0.9840473,5.5,5.835285714,3.5,2.503742468,9,3.384857143,1.190608997,0.973403642,1.8475,2.54815,0.987810078,1.060045386,2.49,1.94495,1.252406921,0.725376767,8.154075,10.481522,3.268327086,3.681592273,8.0412,7.657297186,1.312543657,0.786429439,4,1.692428571,0.29003354,5.838777661,39.25
Gd1Ba1.75Pr0.25Cu3O7.06,0,5,1.548,1.114441041,0.527310155,0.559485408,1.51,0.321753446,1.544229481,1.433981563,103.006,56.38516003,54.19264494,51.83759535,141.251,15.70407734,1.435316939,1.477974701,6.8,6.899693721,3.310589071,2.884698486,9,3.147779479,1.479691711,1.152197235,1.712,2.528820827,0.927133216,1.035464838,2.55,1.837970904,1.478558024,0.834466902,7.63586,10.41055214,3.116324462,3.562989112,8.4064,7.256932312,1.535427319,0.914213005,4,2.373660031,0.344023971,2.25,39.2
